data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6996791,4,AFG44631,44631,"21 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Balkh,"Dawlat Abad",,"Dawlat Abad",36.9882,66.8207,2,"Xinhua; Khaama Press",National-International,"On 21 March 2020, 12 Taliban militants including 2 commanders were killed and 5 including a commander were wounded when Afghan forces repulsed their attack in Dawlat Abad district, Balkh.",12,1584984341,AFG
6997066,4,AFG44667,44667,"21 March 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Afghanistan)",,3,"Civilians (Afghanistan)","Muslim Group (Afghanistan); Teachers (Afghanistan)",7,37,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Pajhwok Afghan News",National,"On 21 March 2020, 1 religious scholar and teacher was killed by an unknown gunmen in Kabul city.",1,1584984341,AFG
6997171,4,AFG44715,44715,"21 March 2020",2020,2,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Balkh,"Nahri Shahi",,"Nahri Shahi",36.8544,67.18,2,"Voice of Jihad",Other,"As reported on 21 March 2020, 3 Afghan security personnel were killed and 5 were wounded following an attack by Taliban militants on a check point in Nahri Shahi district, Balkh. Fatalities coded as 0 (VoJ reported 3 fatalities).",0,1584984341,AFG
6997188,4,AFG44765,44765,"21 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Nangarhar,Shinwar,,Shinwar,34.1959,70.8318,2,"Voice of Jihad",Other,"On 21 March 2020, 2 soldiers were wounded following an ambush by Taliban militants in Shinwar (Ghani Khel) district, Nangarhar.",0,1584984341,AFG
6997208,4,AFG44762,44762,"21 March 2020",2020,2,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Nangarhar,Sherzad,,Sherzad,34.25,70.01,2,"Voice of Jihad",Other,"As reported on 21 March 2020, 1 soldier was killed and 1 was wounded during clashes with Taliban militants in Sherzad district, Nangarhar. Fatalities coded as 0 (VoJ reported 1 fatality).",0,1584984341,AFG
6997211,4,AFG44655,44655,"21 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Herat,Gulran,,Gulran,35.1055,61.6873,2,Xinhua,International,"On 21 March 2020, 4 Taliban militants including a commander were killed in clashes with Afghan security forces in Gulran district, Heart.",4,1584984342,AFG
6997212,4,AFG44723,44723,"21 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Militia (Pro-Government)",,3,23,"Caucasus and Central Asia",Afghanistan,Kapisa,Nijrab,,Nijrab,34.9789,69.5724,2,Xinhua,International,"On 21 March 2020, 4 pro-government militia members and 3 Taliban militants were killed and 1 militia member was wounded following attacks by Taliban on check points in Nijrab district, Kapisa.",7,1584984342,AFG
6997060,4,AFG44590,44590,"20 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Police Forces of Afghanistan (2014-) Afghan Local Police","Militia (Pro-Government)",1,12,"Caucasus and Central Asia",Afghanistan,Kapisa,Nijrab,,Afghanyah,34.9596,69.6186,1,"Pajhwok Afghan News",National,"On 20 March 2020, at least 5-7 local policemen and 2 pro-government militia members were killed following attacks on check points in the Afghanyah area of Nijrab district, Kapisa. 3 militants were also killed.",10,1584984341,AFG
6997078,4,AFG44601,44601,"20 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Militia (Pro-Government)",,3,23,"Caucasus and Central Asia",Afghanistan,Badakhshan,Argo,,Argo,37.0635,70.4253,2,"Voice of Jihad",Other,"On 20 March 2020, 1 'Arbaki' commander was killed following an attack by Taliban militants in Argo district, Badakhshan. Fatalities coded as 0 (VoJ reported 1 fatality).",0,1584984341,AFG
6997095,4,AFG44621,44621,"20 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Balkh,Charbolak,,Charbolak,36.7598,66.7227,2,"Voice of Jihad",Other,"On 20 March 2020, 1 soldier was killed by a Taliban sniper in Charbolak district, Balkh. Fatalities coded as 0 (VoJ reported 1 fatality).",0,1584984341,AFG
6996840,4,AFG44602,44602,"20 March 2020",2020,1,Battles,"Armed clash","Military Forces of Afghanistan (2014-) Special Forces",,1,Taliban,,2,12,"Caucasus and Central Asia",Afghanistan,Badakhshan,Argo,,Argo,37.0635,70.4253,2,"Khaama Press",National,"On 20 March 2020, 1 Taliban militant was killed by Afghan commando forces in Argo district, Badakhshan.",1,1584984341,AFG
6997096,4,AFG44622,44622,"20 March 2020",2020,1,"Violence against civilians",Attack,"Military Forces of Afghanistan (2014-)",,1,"Civilians (Afghanistan)","Labour Group (Afghanistan)",7,17,"Caucasus and Central Asia",Afghanistan,Badghis,Muqur,,"Chashmah-ye Duzakh",35.0876,63.0879,1,"Voice of Jihad",Other,"On 20 March 2020, 2 civilians, merchants, were killed by Afghan forces in the Chashmah-ye Duzakh area of Muqur district, Badghis. Fatalities coded as 0 (VoJ reported 2 fatalities).",0,1584984341,AFG
6996841,4,AFG44632,44632,"20 March 2020",2020,1,Battles,"Armed clash","Military Forces of Afghanistan (2014-) Special Forces",,1,Taliban,,2,12,"Caucasus and Central Asia",Afghanistan,Faryab,"Dawlat Abad",,"Dawlat Abad",36.4326,64.9207,2,"Khaama Press",National,"On 20 March 2020, 7 Taliban militants were killed and 11 were wounded by Afghan commando forces' attack in Dawlat Abad district, Faryab.",7,1584984341,AFG
6997104,4,AFG44777,44777,"20 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Takhar,Taluqan,,Taloqan,36.7341,69.5336,1,"Voice of Jihad",Other,"On 20 March 2020, at least 3 soldiers were killed following an ambush by Taliban militants in Talogan city, Takhar. 4 soldiers were killed and many were wounded following attacks on a tank in the city. Fatalities coded as 0 (VoJ reported 7 fatalities).",0,1584984341,AFG
6997110,4,AFG44637,44637,"20 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Farah,Farah,,"Dehyak-e Kalan",32.4551,62.1719,1,"Voice of Jihad",Other,"On 20 March 2020, 1 Afghan security personnel was killed by a Taliban sniper in the Dehyak-e Kalan area of Farah city. Fatalities coded as 0 (VoJ reported 1 fatality).",0,1584984341,AFG
6997115,4,AFG44643,44643,"20 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Paktia,Gardez,,Gardez,33.5974,69.2259,1,"Voice of Jihad",Other,"On 20 March 2020, 2 soldiers were killed by a Taliban sniper in the limits of Gardez city, Paktia. 2 Afghan security personnel were killed following an attack on a check point in the city. Fatalities coded as 0 (VoJ reported 4 fatalities).",0,1584984341,AFG
6997140,4,AFG44725,44725,"20 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Herat,Obe,,Obe,34.3697,63.1764,2,"Voice of Jihad",Other,"On 20 March 2020, 5 Afghan security personnel were killed and 7 were wounded following an attack by Taliban militants on a convoy in the limits of Obe district, Herat. Fatalities coded as 0 (VoJ reported 5 fatalities).",0,1584984341,AFG
6997142,4,AFG44774,44774,"20 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Kapisa,Tagab,,Tagab,34.855,69.6492,2,"Voice of Jihad",Other,"On 20 March 2020, 1 soldier was killed following an attack by Taliban militants on a check point in Tagab district, Kapisa. Fatalities coded as 0 (VoJ reported 1 fatality).",0,1584984341,AFG
6997145,4,AFG44680,44680,"20 March 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED",Taliban,,2,"Police Forces of Afghanistan (2014-) National Directorate of Security",,1,12,"Caucasus and Central Asia",Afghanistan,Khost,Khost,,Khost,33.3395,69.9204,1,"Voice of Jihad",Other,"On 20 March 2020, 1 NDS employee was killed when his vehicle hit a Taliban-planted IED in Khost city. Fatalities coded as 0 (VoJ reported 1 fatality).",0,1584984341,AFG
6997150,4,AFG44735,44735,"20 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Militia (Pro-Government)",,3,23,"Caucasus and Central Asia",Afghanistan,Logar,"Pul i Alam",,"Puli Alam",33.9953,69.0227,1,"Voice of Jihad",Other,"On 20 March 2020, 1 'Arbaki' was killed by Taliban militants in Puli Alam city, Logar. Fatalities coded as 0 (VoJ reported 1 fatality).",0,1584984341,AFG
6997169,4,AFG44713,44713,"20 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Helmand,"Nad Ali",,"Nad-e Ali",31.6323,64.2645,2,"Voice of Jihad",Other,"On 20 March 2020, 7 Afghan security personnel and 1 militant were killed, and many Afghan security personnel and 2 militants were wounded in an attack by Taliban militants on a check point in the Dabaro Qulf area of Nad Ali district, Helmand. Fatalities coded as 0 (VoJ reported 8 fatalities).",0,1584984341,AFG
6997173,4,AFG44717,44717,"20 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Militia (Pro-Government)",,3,23,"Caucasus and Central Asia",Afghanistan,Baghlan,Nahrin,,Nahrin,36.0649,69.1334,2,"Voice of Jihad",Other,"On 20 March 2020, 2 'Arbakis' were wounded following an attack by Taliban militants on a check point in Nahrin district, Baghlan.",0,1584984341,AFG
6997185,4,AFG44730,44730,"20 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Baghlan,"Pul-e Khumri",,"Pul-e Khumri",35.9446,68.7151,2,"Voice of Jihad",Other,"On 20 March 2020, 2 soldiers were killed and 1 was wounded following attacks by Taliban militants in Pul-e Khumri district, Baghlan. Fatalities coded as 0 (VoJ reported 2 fatalities).",0,1584984341,AFG
6997191,4,AFG44783,44783,"20 March 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Zabul,"Tarnak Wa Jaldak",,"Tarnak Wa Jaldak",31.9055,66.5167,2,"Voice of Jihad",Other,"On 20 March 2020, at least 1 soldier was killed and 1 was wounded by a Taliban-planted landmine while they were on a motorbike in the Bazar area of Tarnak Wa Jaldak (Shahr-e-Safa) district, Zabul. Fatalities coded as 0 (VoJ reported 1 fatalities).",0,1584984341,AFG
6997199,4,AFG44763,44763,"20 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Militia (Pro-Government)",,3,23,"Caucasus and Central Asia",Afghanistan,Jowzjan,Shibirghan,,Shibirghan,36.6676,65.7529,1,"Voice of Jihad",Other,"On 20 March 2020, 2 'Arbakis' were wounded following an ambush by Taliban militants in Shibirghan city, Jowzjan.",0,1584984341,AFG
6997200,4,AFG44764,44764,"20 March 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Jowzjan,Shibirghan,,Shibirghan,36.6676,65.7529,1,"Voice of Jihad",Other,"On 20 March 2020, 3 soldiers were killed and a commander was wounded when their tank was hit by a Taliban-planted roadside bomb in Shibirghan city, Jowzjan. Fatalities coded as 0 (VoJ reported 3 fatalities).",0,1584984341,AFG
6997204,4,AFG44759,44759,"20 March 2020",2020,1,"Strategic developments","Change to group/activity","Military Forces of Afghanistan (2014-)",,1,Taliban,,2,12,"Caucasus and Central Asia",Afghanistan,Ghor,Shahrak,,Shahrak,34.1074,64.3052,2,"Voice of Jihad",Other,"Change to armed group: On 20 March 2020, 25 Afghan security personnel including a commander joined Taliban militants in the Astu area of Shahrak district, Ghor.",0,1584984341,AFG
6997205,4,AFG44781,44781,"20 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Urozgan,Tarinkot,,Tarinkot,32.6268,65.8733,1,"Voice of Jihad",Other,"On 20 March 2020, 2 Afghan security personnel were killed by a Taliban sniper in the Paie Nawa area of Tarinkot city, Urozgan. Fatalities coded as 0 (VoJ reported 2 fatalities).",0,1584984341,AFG
6996789,4,AFG44611,44611,"19 March 2020",2020,2,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)","Militia (Pro-Government)",1,12,"Caucasus and Central Asia",Afghanistan,Nangarhar,"Bati Kot",,"Bati Kot",34.2435,70.7285,2,"Bakhtar News Agency; Voice of Jihad",Other-National,"As reported on 19 March 2020, 10 Taliban militants were killed and 3 were wounded following their attacks on Afghan forces in Alishing district, Laghman, and Bati Kot and Khogyani districts, Nangarhar. According to Taliban sources, at least 3 'Arbakis' were killed and 2 were wounded in Bati Kot district, Nangarhar. Fatalities coded as 0. Fatalities are split across 3 events (3) (VoJ reported 3 fatalities).",3,1584984341,AFG
6997047,4,AFG44594,44594,"19 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Police Forces of Afghanistan (2014-) Afghan Local Police",,1,12,"Caucasus and Central Asia",Afghanistan,Kunduz,"Ali Abad",,"Ali Abad",36.5211,68.8998,2,"New York Times",International,"On 19 March 2020, 3 local policemen were killed and 2 were wounded following an attack by Taliban militants on a check point in the Mahdodkhel area of Ali Abad district, Balkh.",3,1584984341,AFG
6996792,4,AFG44640,44640,"19 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Police Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Farah,Farah,,Farah,32.3745,62.1164,2,"Voice of Jihad; Pajhwok Afghan News",Other-National,"On 19 March 2020, 3 policemen (2 according to Taliban sources) including a commander were killed following an attack by Taliban militants in the 'Sultan Miraga' area outside of Farah city center. Fatalities coded as 3 (VoJ reported 2 fatalities).",3,1584984341,AFG
6997050,4,AFG44663,44663,"19 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Kunduz,"Imam Sahib",,"Imam Sahib",37.189,68.9364,2,"New York Times",International,"On 19 March 2020, 2 soldiers were killed and 2 were wounded when Taliban militants fired a rocket at a Humvee during an attack on a check point in the Kanjak area of Imam Sahib district, Kunduz. Local authorities said 3 militants were killed during clashes. Total fatalities coded as 5.",5,1584984341,AFG
6996795,4,AFG44650,44650,"19 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Police Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Herat,Ghoryan,,Ghoryan,34.3448,61.4932,1,"New York Times; Voice of Jihad",Other-International,"On 19 March 2020, 1 policeman was killed following an ambush by Taliban militants in Ghoryan district center, Herat. Fatalities coded as 1 (VoJ reported 1 fatality).",1,1584984341,AFG
6997055,4,AFG44630,44630,"19 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Police Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Balkh,"Dawlat Abad",,"Dawlat Abad",36.9882,66.8207,1,"New York Times",International,"On 19 March 2020, 2 policemen were killed following an ambush by Taliban militants in Dawlat Abad district center, Balkh. Local officials said 6 militants were also killed.",8,1584984341,AFG
6996801,4,AFG44683,44683,"19 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-) Special Forces",,1,12,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,"Kotal-e Khair Khana",34.5728,69.1026,1,"New York Times; Voice of Jihad",Other-International,"On 19 March 2020, 1 Afghan military commando was killed by Taliban militants in the Kotal-e Khair Khana area of Kabul city. Fatalities coded as 1 (VoJ also reported 1 fatality).",1,1584984341,AFG
6997061,4,AFG44697,44697,"19 March 2020",2020,1,"Strategic developments",Agreement,"Islamic State (Afghanistan)",,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Laghman,"Mehtar Lam",,"Mehtar Lam",34.6714,70.2094,3,"Pajhwok Afghan News",National,"Agreement: On 19 March 2020, 30 IS militants surrendered to Afghan forces in Laghman province.",0,1584984341,AFG
6996807,4,AFG44711,44711,"19 March 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Helmand,"Nad Ali",,"Nad-e Ali",31.6323,64.2645,2,"Afghan Islamic Press News Agency; Voice of Jihad",Other-National,"On 19 March 2020, at least 7 soldiers inside a tank were killed and wounded (Taliban sources reported unknown fatalities) when it hit a Taliban-planted landmine in the 'Torpela'/Shar Shorak area of Nad Ali district, Helmand. Fatalities coded as 3 (VoJ reported unknown fatalities).",3,1584984341,AFG
6996808,4,AFG44712,44712,"19 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Police Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Helmand,"Nad Ali",,"Nad-e Ali",31.6323,64.2645,2,"Voice of Jihad; Afghan Islamic Press News Agency",Other-National,"On 19 March 2020, 2 policemen (7 according to Taliban sources) were killed following an attack by Taliban militants on a check point in the Naqal Abad area of Nad Ali district, Helmand. Fatalities coded as 2 (VoJ reported 7 fatalities).",2,1584984341,AFG
6996809,4,AFG44720,44720,"19 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Helmand,"Nawa-e Barakzayi",,"Nawa-e Barakzayi",31.3918,64.319,2,"Voice of Jihad; Paiwastoon Radio",Other-National,"On 19 March 2020, 4 soldiers were killed by Taliban snipers in the 'Shaklan Sarak' area of Nawa-e Barakzayi district, Helmand. Fatalities coded as 4 (VoJ also reported 4 fatalities).",4,1584984341,AFG
6997065,4,AFG44716,44716,"19 March 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Afghanistan)",,3,"Police Forces of Afghanistan (2014-)",,1,13,"Caucasus and Central Asia",Afghanistan,Baghlan,Nahrin,,Nahrin,36.0649,69.1334,2,"Pajhwok Afghan News",National,"On 19 March 2020, 3 policemen were killed and 8 including a district police chief were wounded by a roadside bomb in the Sheikh Jalal area of Nahrin district, Baghlan. It's unclear who planted the bomb.",3,1584984341,AFG
6996811,4,AFG44738,44738,"19 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Badghis,Qadis,,Qadis,34.8085,63.43,2,"Afghan Islamic Press News Agency; Voice of Jihad",Other-National,"On 19 March 2020, according to Taliban sources, 2 soldiers were killed following an attack by Taliban militants on a check point in Qadis district, Badghis. Also 1 militant was killed and 2 were wounded. Fatalities coded as 0. Taliban reported that in another attack, 2 Afghan security personnel were killed when their APC was hit by a Taliban-planted IED outside of Qadis district center. 1 militant was killed and 2 were wounded in ensuing crossfire. Another source reported that in a third attack, 6 Taliban militants were killed when Afghan forces repulsed their attacks in the limits of Qadis district. Fatalities coded as 6 (VoJ also reported 6 fatalities).",6,1584984341,AFG
6996812,4,AFG44740,44740,"19 March 2020",2020,1,Battles,"Armed clash","Military Forces of Afghanistan (2014-)","Police Forces of Afghanistan (2014-); Taliban",1,"Military Forces of Afghanistan (2014-)","Police Forces of Afghanistan (2014-)",1,11,"Caucasus and Central Asia",Afghanistan,Zabul,Qalat,,Qalat,32.1058,66.9083,1,"AFP; Khaama Press; AP; Pajhwok Afghan News; Voice of Jihad",Other-National,"On 19 March 2020, at least 25 soldiers and policemen (22 according to Taliban sources) were killed following an infiltrator attack by 8 Taliban militants on a military base in Qalat city, Zabul. Taliban overtook the base. Fatalities coded as 25 (VoJ reported 22 fatalities).",25,1584984341,AFG
6996815,4,AFG44758,44758,"19 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)","Military Forces of Afghanistan (2014-) Special Forces; Militia (Pro-Government)",1,12,"Caucasus and Central Asia",Afghanistan,Ghor,Shahrak,,Shahrak,34.1074,64.3052,2,"Voice of Jihad; Afghan Islamic Press News Agency",Other-National,"On 19 March 2020, local sources said 30 Taliban militants and 2 soldiers were killed, while 3 soldiers were wounded when Afghan forces repulsed militants attacks on check points in the Kamenj (Gamanj) area of Shahrak district, Ghor. VoJ said at least 8 commandos were killed and 9 'Arbakis' were wounded during clashes with Taliban militants. 12 Afghan security personnel were killed and 18 were wounded following another attack on a convoy close to the police HQ. Taliban sources reported on 19 March that in a third attack, 2 Afghan security personnel were killed when Taliban militants repulsed their attack in the Sharija area of Shahrak district. Fatalities coded as 32 (VoJ reported 22 fatalities).",32,1584984341,AFG
6996816,4,AFG44776,44776,"19 March 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED",Taliban,,2,"Civilians (Afghanistan)",Taliban,7,27,"Caucasus and Central Asia",Afghanistan,Takhar,Taluqan,,Taloqan,36.7341,69.5336,1,"Pajhwok Afghan News; Xinhua; New York Times",National-International,"On 19 March 2020, 2 civilians and 6 Taliban militants were killed, 10 children and 12 militants were wounded when a bomb Taliban militants were transferring exploded in the Chonzayi area of Taloqan city, Takhar.",8,1584984341,AFG
6996818,4,AFG44792,44792,"19 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Police Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Herat,"Zinda Jan",,"Zinda Jan",34.3426,61.7467,2,"Voice of Jihad; New York Times",Other-International,"On 19 March 2020, 1 policeman was killed (2 according to Taliban sources) and 2 were wounded following an attack by Taliban militants in the Shakiban village of Zinda Jan district, Herat. Fatalities coded as 1 (VoJ reported 2 fatalities).",1,1584984341,AFG
6996821,4,AFG44703,44703,"19 March 2020",2020,2,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Badghis,Muqur,,Muqur,35.0399,63.2926,2,"Afghan Islamic Press News Agency",National,"As reported on 19 March 2020, 1 Taliban militant was killed when Afghan forces repulsed his attack in Muqur district, Badghis.",1,1584984341,AFG
6996822,4,AFG44669,44669,"19 March 2020",2020,2,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Nangarhar,Khogyani,,Kaga,34.2409,70.1827,2,"Bakhtar News Agency",National,"As reported on 19 March 2020, 10 Taliban militants were killed and 3 were wounded following their attacks on Afghan forces in Alishing district, Laghman, and Bati Kot and Khogyani districts, Nangarhar. Fatalities are split across 3 events (4).",4,1584984341,AFG
6996824,4,AFG44597,44597,"19 March 2020",2020,2,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Laghman,Alishing,,Alishing,34.7836,70.108,2,"Bakhtar News Agency",National,"As reported on 19 March 2020, 10 Taliban militants were killed and 3 were wounded following their attacks on Afghan forces in Alishing district, Laghman, and Bati Kot and Khogyani districts, Nangarhar. Fatalities are split across 3 events (3).",3,1584984341,AFG
6996825,4,AFG44603,44603,"19 March 2020",2020,2,Battles,"Armed clash","Military Forces of Afghanistan (2014-)",,1,Taliban,,2,12,"Caucasus and Central Asia",Afghanistan,Kunar,Asadabad,,Asadabad,34.8731,71.147,1,"Bakhtar News Agency",National,"As reported on 19 March 2020, 6 Taliban militants were killed during clashes with Afghan forces in Dara i Pech (Manogi) district and Asadabad city, Kunar. Fatalities are split across 2 events (3).",3,1584984341,AFG
6997081,4,AFG44591,44591,"19 March 2020",2020,2,"Explosions/Remote violence","Remote explosive/landmine/IED",Taliban,,2,"Police Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Kapisa,Alasay,,Alasay,34.8958,69.7208,2,"Voice of Jihad",Other,"As reported on 19 March 2020, 3 policemen were killed when their vehicle hit a Taliban-planted roadside bomb in Alasay district, Kapisa. Fatalities coded as 0 (VoJ reported 3 fatalities).",0,1584984341,AFG
6996829,4,AFG44626,44626,"19 March 2020",2020,2,Battles,"Armed clash","Military Forces of Afghanistan (2014-)",,1,Taliban,,2,12,"Caucasus and Central Asia",Afghanistan,Kunar,"Dara i Pech",,"Dara i Pech",34.9844,70.9051,2,"Bakhtar News Agency",National,"As reported on 19 March 2020, 6 Taliban militants were killed during clashes with Afghan forces in Dara i Pech (Manogi) district and Asadabad city, Kunar. Fatalities are split across 2 events (3).",3,1584984341,AFG
6997086,4,AFG44610,44610,"19 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Kandahar,Maywand,,"Band Temur",31.5556,64.8769,1,"Voice of Jihad",Other,"On 19 March 2020, at least 13 Afghan security personnel were killed and many were wounded following 2 attacks by Taliban militants on check points in the Band Temur area and Khak Chopan in Maywand district, Kandahar. Fatalities coded as 0 (VoJ reported 13 fatalities split across two events).",0,1584984341,AFG
6997088,4,AFG44613,44613,"19 March 2020",2020,1,"Explosions/Remote violence",Grenade,Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Kandahar,Maywand,,Biabanak,31.6092,64.9604,1,"Voice of Jihad",Other,"On 19 March 2020, 2 soldiers were killed by a Taliban hand grenade in the Biabanak area of Maywand district, Kandahar. Fatalities coded as 0 (VoJ reported 2 fatalities).",0,1584984341,AFG
6997098,4,AFG44770,44770,"19 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Militia (Pro-Government)",,3,23,"Caucasus and Central Asia",Afghanistan,Nangarhar,"Surkh Rod",,Sultanpur,34.412,70.2963,2,"Voice of Jihad",Other,"On 19 March 2020, 1 'Arbakis' was wounded by a Taliban sniper in Surkh Rod district, Nangrhar.",0,1584984341,AFG
6997111,4,AFG44690,44690,"19 March 2020",2020,1,Battles,"Armed clash",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Helmand,Lashkargah,,Lashkargah,31.5938,64.3716,1,"Voice of Jihad",Other,"On 19 March 2020, 4 Afghan security personnel were killed following attack by Taliban militants on a check point in PD4 of Lashkargah city, Helmand. A number of other soldiers were killed following an ambush when they arrived as reinforcement. Fatalities coded as 0 (VoJ reported 4 + unknown fatalities).",0,1584984341,AFG
6997122,4,AFG44653,44653,"19 March 2020",2020,2,"Explosions/Remote violence","Remote explosive/landmine/IED",Taliban,,2,"Military Forces of Afghanistan (2014-)",,1,12,"Caucasus and Central Asia",Afghanistan,Helmand,"Nahri Saraj",,Girishk,31.8209,64.57,2,"Voice of Jihad",Other,"As reported on 19 March 2020, a number of Afghan security personnel were killed and wounded when their APC was hit by a Taliban-planted IED in the Makhter Kala area of Nahri Saraj district, Helmand. Fatalities coded as 0 (VoJ reported unknown fatalities).",0,1584984341,AFG
